Title,Description,Address,Price,Feature,Date_Info
Newly Built 2 Bedroom Flat,Newly Built 2 Bedroom Flat/Flat Apartment FOR Rent,"Amikanle, Command Axis Alagbado Abule Egba Lagos","₦ 1,700,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 06 Jun 2026"
3 Bedroom Flat On Ground Floor With A Room Bq,3 Bedroom Flat On Ground Floor With A Room Bq/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 15,000,000/year",1 Beds,"Updated 17 Jun 2026, Added 06 Jun 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Off Ondo. Street Oke Ira Ogba Lagos,"₦ 1,300,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 20 Apr 2026"
1 Bedroom Executive Suite,1 Bedroom Executive Suite/Flat / Apartment FOR SHORTLET,Lekki Phase 1 Lekki Lagos,"₦ 115,000/day",1 Beds 1 Baths,"Updated 22 Jun 2026, Added 05 Jun 2026"
A Lovely Mini Flat,A Lovely Mini Flat/Flat Apartment FOR Rent,"Theara Annex Estate, After Blenco Supermarket & Sky Mall Sangotedo Ajah Lagos","₦ 1,800,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 29 Apr 2026"
Standard Miniflat,Standard Miniflat/Flat Apartment FOR Rent,Ado Road Ajah Lagos,"₦ 2,000,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 31 May 2026"
Single Room Self Contained,Single Room Self Contained/Flat Apartment FOR Rent,Akiode Omole Phase 1 Ojodu Lagos,"₦ 1,200,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 09 Mar 2026"
"Self Contain, Mainiflats And 2 Bedroom Apartments","Self Contain, Mainiflats And 2 Bedroom Apartments/Flat Apartment FOR Rent","Off Ijesha Road, Ijeshatedo, Surulere Lagos","₦ 3,500,000/year",,"Updated 17 Jun 2026, Added 08 Jun 2026"
Room And Parlor Self Contain,Room And Parlor Self Contain/Flat Apartment FOR Rent,Remikoya Area Oluyole Estate Ibadan Oyo,"₦ 800,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 18 May 2026"
Unfurnished 2bedroom,Unfurnished 2bedroom/Flat Apartment FOR Rent,Ologolo Lekki Lagos,"₦ 10,000,000",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 16 Jun 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,"Airport Area, Alakia Ibadan Oyo","₦ 1,800,000/year",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 05 Apr 2026"
Room Self Contain,Room Self Contain/Flat Apartment FOR Rent,Remikoya Area Oluyole Estate Ibadan Oyo,"₦ 500,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 19 May 2026"
Newly Built Room Self Contain,Newly Built Room Self Contain/Flat Apartment FOR Rent,Green Field Estate Ago Palace Okota Lagos,"₦ 2,000,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 08 May 2026"
1 Bedroom Apartment,1 Bedroom Apartment/Flat Apartment FOR Rent,Maitama Abuja,"₦ 3,000,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 26 May 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Akobo Ibadan Oyo,"₦ 2,000,000/year",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 22 Apr 2026"
Furnished 1 Bedroom Flat In Orchid Lekki Pay & Move In,Furnished 1 Bedroom Flat In Orchid Lekki Pay & Move In/Flat / Apartment FOR RENT,Orchid Lekki Lagos,"₦ 3,500,000/year",1 Beds 1 Baths,"Updated 18 May 2026, Added 11 May 2026"
Luxury 2 Bedroom Apartment Available,Luxury 2 Bedroom Apartment Available/Flat Apartment FOR Rent,Osapa London Lekki Lagos,"₦ 9,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 15 Jun 2026"
Furnished Mini Flat,Furnished Mini Flat/Flat Apartment FOR Rent,Akin Ogunlewe Ligali Ayorinde Victoria Island Lagos,"₦ 8,500,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 19 May 2026"
Furnished Room In Shared Apartment,Furnished Room In Shared Apartment/Flat Apartment FOR Rent,Ogombo Ajah Lagos,"₦ 700,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 06 May 2026"
Standard Single Room Self Contain,Standard Single Room Self Contain/Flat Apartment FOR Rent,Ademola Adetokunbo Victoria Island Lagos,"₦ 3,500,000/year",,"Updated 17 Jun 2026, Added 19 May 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Oke Ira Ogba Lagos,"₦ 1,500,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 24 Apr 2026"
Room And Parlor Self Contain,Room And Parlor Self Contain/Flat Apartment FOR Rent,Aroro Kole Area Ojoo Ibadan Oyo,"₦ 450,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 16 Jun 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Ikoyi S.w Ikoyi Lagos,"₦ 8,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 19 May 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Gra Jericho Ibadan Oyo,"₦ 2,000,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 17 Jun 2026"
Spacious Mini Flat In A Serene Environment,Spacious Mini Flat In A Serene Environment/Flat Apartment FOR Rent,Osapa London Lekki Lagos,"₦ 3,500,000/year",,"Updated 17 Jun 2026, Added 11 Jun 2026"
4 Bedroom Terraced Duplex,4 Bedroom Terraced Duplex/House FOR SALE,Gwarinpa Abuja,"₦ 150,000,000",4 Beds 4 Baths,"Updated 21 Jun 2026, Added 14 Jan 2026"
Shared Apartment In Sangotedo Available,Shared Apartment In Sangotedo Available/Flat Apartment FOR Rent,Sangotedo Ajah Lagos,"₦ 1,500,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 13 Jun 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,"Iyana Agbala Area, Adegbayi Alakia Ibadan Oyo","₦ 1,250,000/year",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 19 May 2026"
Massive One Bedroom Flat Downstairs,Massive One Bedroom Flat Downstairs/Flat Apartment FOR Rent,Olouwa Abijo Gra Ibeju Lekki Abijo Ajah Lagos,"₦ 1,000,000/year",1 Beds 1 Baths,Added 17 Jun 2026
Massive One Bedroom Flat Downstairs,Massive One Bedroom Flat Downstairs/Flat Apartment FOR Rent,Olouwa Abijo Gra Ibeju Lekki Abijo Ajah Lagos,"₦ 1,000,000/year",1 Beds 1 Baths,Added 17 Jun 2026
Massive One Bedroom Flat Downstairs,Massive One Bedroom Flat Downstairs/Flat Apartment FOR Rent,Olouwa Abijo Gra Ibeju Lekki Abijo Ajah Lagos,"₦ 1,000,000/year",1 Beds 1 Baths,Added 17 Jun 2026
Massive One Bedroom Flat Downstairs,Massive One Bedroom Flat Downstairs/Flat Apartment FOR Rent,Olouwa Abijo Gra Ibeju Lekki Abijo Ajah Lagos,"₦ 1,000,000/year",1 Beds 1 Baths,Added 17 Jun 2026
Massive One Bedroom Flat Downstairs,Massive One Bedroom Flat Downstairs/Flat Apartment FOR Rent,Olouwa Abijo Gra Ibeju Lekki Abijo Ajah Lagos,"₦ 1,000,000/year",1 Beds 1 Baths,Added 17 Jun 2026
Massive One Bedroom Flat Downstairs,Massive One Bedroom Flat Downstairs/Flat Apartment FOR Rent,Olouwa Abijo Gra Ibeju Lekki Abijo Ajah Lagos,"₦ 1,000,000/year",1 Beds 1 Baths,Added 17 Jun 2026
One Bedroom Apartment,One Bedroom Apartment/Flat Apartment FOR Rent,Jabi Abuja,"₦ 3,500,000/year",1 Beds 1 Baths,Added 17 Jun 2026
One Bedroom Apartment,One Bedroom Apartment/Flat Apartment FOR Rent,Wuye Abuja,"₦ 3,000,000/year",1 Beds 2 Baths,Added 17 Jun 2026
3 Bedroom Apartment @ Jahi,3 Bedroom Apartment @ Jahi/Flat Apartment FOR Rent,Jahi Abuja,"₦ 17,000,000/year",3 Beds 3 Baths,Added 17 Jun 2026
Newly Furnished/serviced 3 Bedroom Apartment For Rent,Newly Furnished/serviced 3 Bedroom Apartment For Rent/Flat / Apartment FOR RENT,Jahi Abuja,"₦ 25,000,000/year",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 20 Feb 2026"
Massive 3 Bedroom Bungalow,Massive 3 Bedroom Bungalow/Flat Apartment FOR Rent,Beachwood Park Estate Golf Lakowe Ajah Lagos,"₦ 4,500,000/year",3 Beds 3 Baths,Added 17 Jun 2026
Magodo Phrase 2 Gra Decent 3 Bedroom Bedroom,Magodo Phrase 2 Gra Decent 3 Bedroom Bedroom/Flat Apartment FOR Rent,Magodo Gra Phase 2 Kosofe Ikosi Lagos,"₦ 8,000,000/year",3 Beds 4 Baths,"Updated 17 Jun 2026, Added 17 Jun 2026"
Modern 2 Bedroom Flat,Modern 2 Bedroom Flat/Flat Apartment FOR Rent,Bwari District Bwari Abuja,"₦ 3,000,000",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 17 Jun 2026"
Fantastic 2bedroom Flat Behind Omole Ph2 Olowora 7m,Fantastic 2bedroom Flat Behind Omole Ph2 Olowora 7m/Flat Apartment FOR Rent,Olowora Ojodu Lagos,"₦ 7,000,000/year",2 Beds 3 Baths,"Updated 17 Jun 2026, Added 17 Jun 2026"
Spacious Room Self In A Gated Compound,Spacious Room Self In A Gated Compound/Flat Apartment FOR Rent,Fadeyii Bye Pass Ilupeju Ilupeju Lagos,"₦ 1,000,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 31 Mar 2026"
Luxury Furnished 3 Bedroom Flat,Luxury Furnished 3 Bedroom Flat/Flat Apartment FOR Rent,Airport Road Lugbe Abuja,"₦ 8,000,000",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 17 Jun 2026"
Selfcon With Solar Power/each Room Has Prepaid Meter,Selfcon With Solar Power/each Room Has Prepaid Meter/Flat Apartment FOR Rent,Beachwood Estate Ibeju Lekki Lagos,"₦ 700,000",1 Beds 1 Baths,Added 17 Jun 2026
Newly Built 2 Bedroom Flat,Newly Built 2 Bedroom Flat/Flat Apartment FOR Rent,Mowe Obafemi Owode Ogun,"₦ 1,200,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 24 May 2026"
Room Self Contained,Room Self Contained/Flat Apartment FOR Rent,Mowe Obafemi Owode Ogun,"₦ 200,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 16 May 2026"
5 Bedroom Fully Detached Duplex,5 Bedroom Fully Detached Duplex/House FOR SALE,Alpha Beach Road Lekki Lagos,"₦ 550,000,000",5 Beds 5 Baths,"Updated 21 Jun 2026, Added 15 May 2026"
"Tastefully Built Mini Flat @aiico Estate ,mowe","Tastefully Built Mini Flat @aiico Estate ,mowe/Flat Apartment FOR Rent",Mowe Obafemi Owode Ogun,"₦ 850,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 03 Jun 2026"
Newly Built 3bedroom Flat At Unity Estate Mowe Ogun,Newly Built 3bedroom Flat At Unity Estate Mowe Ogun/Flat Apartment FOR Rent,Mowe Obafemi Owode Ogun,"₦ 1,000,000/year",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 27 May 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Aringbanwo Mowe Obafemi Owode Ogun,"₦ 1,200,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 16 Apr 2026"
A Room And Parlor Self Contain,A Room And Parlor Self Contain/Flat Apartment FOR Rent,Mowe Obafemi Owode Ogun,"₦ 300,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 03 May 2026"
Newly Built Room Self Contain Inside Aringbawo Mowe,Newly Built Room Self Contain Inside Aringbawo Mowe/Flat Apartment FOR Rent,Aringbanwo Bus Stop Mowe Obafemi Owode Ogun,"₦ 250,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 27 May 2026"
2 Bedroom Flat Upstairs,2 Bedroom Flat Upstairs/Flat Apartment FOR Rent,Mowe Obafemi Owode Ogun,"₦ 800,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 04 Jun 2026"
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,Mowe Obafemi Owode Ogun,"₦ 800,000/year",2 Beds 2 Baths,"Updated 17 Jun 2026, Added 16 May 2026"
Standard Room And Parlor Self @aringbanwo Mowe,Standard Room And Parlor Self @aringbanwo Mowe/Flat Apartment FOR Rent,Mowe Obafemi Owode Ogun,"₦ 300,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 27 May 2026"
Newly Built Mini Flat,Newly Built Mini Flat/Flat Apartment FOR Rent,Mayegun Mowe Obafemi Owode Ogun,"₦ 750,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 16 May 2026"
Newly Built Mini Flat,Newly Built Mini Flat/Flat Apartment FOR Rent,Orunkole Phase Mowe Obafemi Owode Ogun,"₦ 600,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 16 May 2026"
Room And Parlour Self Contained,Room And Parlour Self Contained/Flat Apartment FOR Rent,Mowe Obafemi Owode Ogun,"₦ 500,000/year",1 Beds 1 Baths,"Updated 17 Jun 2026, Added 22 Apr 2026"
Lovely Newly Renovated 2 Bedroom Flat,Lovely Newly Renovated 2 Bedroom Flat/Flat / Apartment FOR RENT,"Miracle Avenue, Opposite Wisebuyer Mall. Magboro Obafemi Owode Ogun","₦ 1,500,000/year",2 Beds 1 Baths,"Updated 22 Jun 2026, Added 22 Jun 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Uncle Steve Mowe Mowe Obafemi Owode Ogun,"₦ 1,200,000/year",3 Beds 3 Baths,"Updated 17 Jun 2026, Added 16 May 2026"
Spacious 3 Bedroom Flat Within A Mini Estate,Spacious 3 Bedroom Flat Within A Mini Estate/Flat Apartment FOR Rent,"Christ Chapel Street, Off White Sand Street, Lekki Right, Lekki, Lagos. Along Lekki Expressway Lekki Lagos","₦ 12,000,000/year",3 Beds 3 Baths,Added 16 Jun 2026
4 Units Of 2 Bedroom Flat For Rent,4 Units Of 2 Bedroom Flat For Rent/Flat Apartment FOR Rent,Oke Ira Ogba Lagos,"₦ 2,200,000",2 Beds 2 Baths,Added 16 Jun 2026
Standard 3 Bedroom Flat,Standard 3 Bedroom Flat/Flat Apartment FOR Rent,Ado Road Ajah Lagos,"₦ 4,000,000/year",3 Beds 3 Baths,"Updated 16 Jun 2026, Added 23 Apr 2026"
Brand New 3 Bedroom Flat With Bq,Brand New 3 Bedroom Flat With Bq/Flat Apartment FOR Rent,Ikoyi Lagos,"₦ 50,000,000",3 Beds 3 Baths,"Updated 16 Jun 2026, Added 16 Jun 2026"
Newly Built 2 Bedroom Flat,Newly Built 2 Bedroom Flat/Flat Apartment FOR Rent,"Treasure Estate, Off Costal Road Ogombo Ajah Lagos","₦ 6,000,000",2 Beds 2 Baths,Added 16 Jun 2026
Magodo Phase 2 3 Bedroom All Room Ensuite,Magodo Phase 2 3 Bedroom All Room Ensuite/Flat Apartment FOR Rent,Magodo Gra Phase 2 Kosofe Ikosi Lagos,"₦ 8,000,000",3 Beds 4 Baths,"Updated 16 Jun 2026, Added 25 May 2026"
Modern 2 Bedroom Apartment,Modern 2 Bedroom Apartment/Flat Apartment FOR Rent,Aguda(ogba) Ogba Lagos,"₦ 3,000,000/year",2 Beds 3 Baths,"Updated 16 Jun 2026, Added 08 Feb 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Magodo Gra Phase 1 Ojodu Lagos,"₦ 5,000,000/year",3 Beds 4 Baths,"Updated 16 Jun 2026, Added 18 Mar 2026"
Premium 4 Bedroom Terrace Duplex With Bq,Premium 4 Bedroom Terrace Duplex With Bq/House FOR SALE,Banana Island Ikoyi Lagos,"₦ 1,400,000,000",4 Beds 4 Baths,"Updated 22 Jun 2026, Added 24 Nov 2025"
Spacious 3 Bedroom Flat,Spacious 3 Bedroom Flat/Flat Apartment FOR Rent,Omole Phase 2 Ojodu Lagos,"₦ 10,000,000/year",3 Beds 4 Baths,"Updated 16 Jun 2026, Added 28 Mar 2026"
Lovely Mini Flat,Lovely Mini Flat/Flat Apartment FOR Rent,Fagba Agege Lagos,"₦ 1,700,000/year",1 Baths,"Updated 16 Jun 2026, Added 24 Apr 2026"
Luxury 3 Bedroom Apartment,Luxury 3 Bedroom Apartment/Flat Apartment FOR Rent,Unilag Estate Magodo Gra Phase 1 Ojodu Lagos,"₦ 5,500,000/year",3 Beds 4 Baths,"Updated 16 Jun 2026, Added 17 Mar 2026"
Decent 3 Bedroom Apartment,Decent 3 Bedroom Apartment/Flat Apartment FOR Rent,Magodo Gra Phase 2 Kosofe Ikosi Lagos,"₦ 10,000,000/year",3 Beds 4 Baths,"Updated 16 Jun 2026, Added 25 Apr 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Ikeja Gra Ikeja Lagos,"₦ 3,000,000/year",1 Beds 2 Baths,"Updated 16 Jun 2026, Added 26 Mar 2026"
Room Self Contained,Room Self Contained/Flat Apartment FOR Rent,Magodo Gra Phase 1 Ojodu Lagos,"₦ 1,200,000/year",1 Baths,"Updated 16 Jun 2026, Added 19 Apr 2026"
Fully Furnished 1 Bedroom Apartment,Fully Furnished 1 Bedroom Apartment/Flat Apartment FOR Rent,Shonibare Maryland Ikeja Lagos,"₦ 10,000,000/year",1 Beds 1 Baths,"Updated 16 Jun 2026, Added 14 Apr 2026"
6 Units Of 3 Bedroom Apartment,6 Units Of 3 Bedroom Apartment/Flat Apartment FOR Rent,Ikeja Gra Ikeja Lagos,"₦ 15,000,000/year",3 Beds 4 Baths,"Updated 16 Jun 2026, Added 09 May 2026"
2 Bedroom Flat Upstairs,2 Bedroom Flat Upstairs/Flat Apartment FOR Rent,Olawaye Estate Olowora Ojodu Lagos,"₦ 5,000,000/year",2 Beds 3 Baths,"Updated 16 Jun 2026, Added 14 May 2026"
Newly Built 2 Bedroom Flat,Newly Built 2 Bedroom Flat/Flat Apartment FOR Rent,Omole Phase 2 Ojodu Lagos,"₦ 7,000,000/year",2 Beds 3 Baths,"Updated 16 Jun 2026, Added 16 Feb 2026"
Decent 3 Bedroom Apartment,Decent 3 Bedroom Apartment/Flat Apartment FOR Rent,Adeniyi Jones Ikeja Lagos,"₦ 9,000,000/year",3 Beds 3 Baths,"Updated 16 Jun 2026, Added 16 Feb 2026"
Furnished 1 Bedroom Flat In Orchid Lekki Pay & Move In,Furnished 1 Bedroom Flat In Orchid Lekki Pay & Move In/Flat / Apartment FOR RENT,Orchid Lekki Lagos,"₦ 3,500,000/year",1 Beds 1 Baths,"Updated 18 May 2026, Added 11 May 2026"
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Ajayi Road Ogba Lagos,"₦ 900,000/year",1 Beds 1 Baths,"Updated 16 Jun 2026, Added 18 May 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,"Mercyland Estate Isheri, Magodo Gra Phase 1 Ojodu Lagos","₦ 4,000,000/year",3 Beds 4 Baths,"Updated 16 Jun 2026, Added 25 Feb 2026"
Miniflat,Miniflat/Flat Apartment FOR Rent,Victoria Island Lagos State Victoria Island Extension Victoria Island Lagos,"₦ 6,000,000/year",1 Beds 1 Baths,Added 15 Jun 2026
Executive Mini Flat ( Fastest Finger),Executive Mini Flat ( Fastest Finger)/Flat Apartment FOR Rent,Onike Yaba Onike Yaba Lagos,"₦ 2,100,000",1 Beds 1 Baths,Added 15 Jun 2026
Exquisite 2bedroom Flat ( Fastest Finger),Exquisite 2bedroom Flat ( Fastest Finger)/Flat Apartment FOR Rent,Agboyi Estate Alapere Kosofe Ikosi Lagos,"₦ 3,000,000",2 Beds 3 Baths,Added 15 Jun 2026
Specious Mini Flat Upstairs (fastest Finger),Specious Mini Flat Upstairs (fastest Finger)/Flat Apartment FOR Rent,Oworoshoki Oworonshoki Gbagada Lagos,"₦ 1,500,000",1 Beds 1 Baths,"Updated 15 Jun 2026, Added 15 Jun 2026"
Newly Built 2bedroom Flat ( Fastest Finger),Newly Built 2bedroom Flat ( Fastest Finger)/Flat Apartment FOR Rent,Oladehinde Cocker Muchin Mushin Mushin Lagos,"₦ 2,500,000",2 Beds 3 Baths,"Updated 15 Jun 2026, Added 15 Jun 2026"
Executive Mini Flat (fastest Finger),Executive Mini Flat (fastest Finger)/Flat Apartment FOR Rent,Ebute Metta Ebute Metta Yaba Lagos,"₦ 2,500,000",1 Beds 1 Baths,"Updated 15 Jun 2026, Added 15 Jun 2026"
Standard 2 Bedroom Apartment,Standard 2 Bedroom Apartment/Flat Apartment FOR Rent,"Deeperlife Bus Stop, Lotto, Along Lagos Ibadan Expressway, Pakuro. Mowe Obafemi Owode Ogun","₦ 800,000/year",2 Beds 2 Baths,Added 15 Jun 2026
Contemporary Fully Furnished 5 Bedroom Duplex,Contemporary Fully Furnished 5 Bedroom Duplex/House FOR SALE,Vgc Lekki Lagos,"₦ 850,000,000",5 Beds 5 Baths,"Updated 21 Jun 2026, Added 29 Jan 2026"
Newly Built Mini Flat,Newly Built Mini Flat/Flat Apartment FOR Rent,Bariga Bariga Lagos,"₦ 1,800,000",1 Beds 1 Baths,"Updated 15 Jun 2026, Added 15 Jun 2026"
Executive 1 Bedroom Flat With Inverter,Executive 1 Bedroom Flat With Inverter/Flat Apartment FOR Rent,"Gasline, Magboro, Ogun State. Magboro Obafemi Owode Ogun","₦ 1,400,000/year",1 Beds 1 Baths,Added 15 Jun 2026
Mini Flat,Mini Flat/Flat Apartment FOR Rent,Mercy Eleni Street Off Adelabu Road Suruler Adelabu Surulere Lagos,"₦ 3,500,000",1 Beds 2 Baths,Added 15 Jun 2026
Newly Built Executive 2bedroom (fastest Fingers),Newly Built Executive 2bedroom (fastest Fingers)/Flat Apartment FOR Rent,Obawole Street Ogba Bus Stop Ogba Lagos,"₦ 2,000,000",2 Beds 3 Baths,Added 15 Jun 2026
Newly Built Roomself,Newly Built Roomself/Flat Apartment FOR Rent,Bariga Bariga Lagos,"₦ 1,000,000",,Added 15 Jun 2026
Affordable Clean 2bedroom Flat,Affordable Clean 2bedroom Flat/Flat Apartment FOR Rent,Daniel Street Mushin Mushin Lagos,"₦ 2,000,000",2 Beds 2 Baths,Added 15 Jun 2026
Lovely Mini Flat With Pop Upstairs,Lovely Mini Flat With Pop Upstairs/Flat Apartment FOR Rent,Alhaji Ede Igando Ikotun Igando Lagos,"₦ 1,200,000",1 Beds 1 Baths,Added 14 Jun 2026
3bedroom Apartment,3bedroom Apartment/Flat Apartment FOR Rent,Alhaji Ede Igando Ikotun Igando Lagos,"₦ 2,000,000/year",3 Beds 3 Baths,Added 14 Jun 2026
3bedroom Apartment,3bedroom Apartment/Flat Apartment FOR Rent,Alhaji Ede Igando Ikotun Igando Lagos,"₦ 2,000,000/year",3 Beds 3 Baths,Added 14 Jun 2026
Lovely 2bedroom Apartment With Pop,Lovely 2bedroom Apartment With Pop/Flat Apartment FOR Rent,Kayode Awoniyi Igando Ikotun Igando Lagos,"₦ 700,000/year",2 Beds 3 Baths,Added 14 Jun 2026
3 Bedroom Serviced Apartment,3 Bedroom Serviced Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 30,000,000/year",3 Beds 3 Baths,"Updated 14 Jun 2026, Added 03 Jun 2026"
Furnished 1 Bedroom Flat In Orchid Lekki Pay & Move In,Furnished 1 Bedroom Flat In Orchid Lekki Pay & Move In/Flat / Apartment FOR RENT,Orchid Lekki Lagos,"₦ 3,500,000/year",1 Beds 1 Baths,"Updated 18 May 2026, Added 11 May 2026"
3 Bedroom Serviced Apartment,3 Bedroom Serviced Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 30,000,000/year",3 Beds 3 Baths,"Updated 14 Jun 2026, Added 03 Jun 2026"
2 Bedroom Apartment In Abraham Adesanya,2 Bedroom Apartment In Abraham Adesanya/Flat Apartment FOR Rent,Estate Abraham Adesanya Estate Ajah Lagos,"₦ 6,500,000/year",2 Beds 2 Baths,Added 14 Jun 2026
2 Bedroom Apartment In Abraham Adesanya Ajah,2 Bedroom Apartment In Abraham Adesanya Ajah/Flat Apartment FOR Rent,Estate Abraham Adesanya Estate Ajah Lagos,"₦ 6,500,000/year",2 Beds 2 Baths,Added 14 Jun 2026
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Rent,"Scc Road Axis, Ushafa Abuja","₦ 2,500,000/year",2 Beds 2 Baths,"Updated 14 Jun 2026, Added 07 Apr 2026"
3 Bedroom Flat,3 Bedroom Flat/Flat Apartment FOR Rent,Guzape Guzape Abuja,"₦ 10,000,000/year",3 Beds 3 Baths,"Updated 14 Jun 2026, Added 08 Apr 2026"
Modern 2 Bedroom Apartment,Modern 2 Bedroom Apartment/Flat Apartment FOR Rent,Chevron Lekki Lagos,"₦ 7,000,000/year",2 Beds 2 Baths,"Updated 14 Jun 2026, Added 03 Jun 2026"
Single Room Shared Apartment,Single Room Shared Apartment/Flat Apartment FOR Rent,Osapa London Lekki Lagos,"₦ 1,600,000/year",1 Beds 1 Baths,"Updated 14 Jun 2026, Added 02 Jun 2026"
"Luxury 2 Bedroom Flat With Bq, Swimming Pool And Gym","Luxury 2 Bedroom Flat With Bq, Swimming Pool And Gym/Flat Apartment FOR Rent",Lekki Phase 1 Lekki Lagos,"₦ 14,000,000/year",2 Beds 2 Baths,"Updated 14 Jun 2026, Added 15 May 2026"
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Rent,Chevron Alternative Route Lekki Lagos,"₦ 5,500,000/year",2 Beds 2 Baths,"Updated 14 Jun 2026, Added 12 May 2026"
Newly Built 5 Bedroom Terrace Duplex With Bq,Newly Built 5 Bedroom Terrace Duplex With Bq/House FOR SALE,Lekki Phase 1 Lekki Lagos,"₦ 650,000,000",5 Beds 5 Baths,"Updated 21 Jun 2026, Added 05 May 2026"
1 Bedroom Apartment,1 Bedroom Apartment/Flat Apartment FOR Rent,Akobi Ishaga Road Surulere Lagos,"₦ 2,000,000/year",1 Beds 1 Baths,"Updated 14 Jun 2026, Added 10 Mar 2026"
3 Bedroom Apartment Upstairs,3 Bedroom Apartment Upstairs/Flat Apartment FOR Rent,Majek Sangotedo Lagos,"₦ 2,600,000/year",3 Beds 3 Baths,"Updated 14 Jun 2026, Added 18 May 2026"
Self Service 1 Bedroom Miniflat’s,Self Service 1 Bedroom Miniflat’s/Flat Apartment FOR Rent,Ilasan Lekki Lagos,"₦ 4,500,000/year",1 Beds 1 Baths,"Updated 14 Jun 2026, Added 19 May 2026"
Standard Semi Master Bedroom,Standard Semi Master Bedroom/Flat Apartment FOR Rent,Orchid Lekki Lagos,"₦ 1,800,000/year",1 Beds 1 Baths,"Updated 14 Jun 2026, Added 14 May 2026"
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 15,000,000/year",4 Beds 4 Baths,"Updated 14 Jun 2026, Added 18 May 2026"
Fully Furnished 3 Bedroom Apartment For Lease,Fully Furnished 3 Bedroom Apartment For Lease/Flat Apartment FOR Rent,Lekki Phase 1 Lekki Lagos,"₦ 30,000,000/year",3 Beds 3 Baths,"Updated 14 Jun 2026, Added 03 Jun 2026"
